tweet,polarity
"@Aziz_Favzan Garap Tugas, Kuliah daring, dng keluarga?  Yuk di Honger  Semarang Jl. Karang Rejo Banyumanik  Aneka Sate dan NasGor  Rempah-rempah Nusantara, tempat nyaman dan Harga terjangkau Buka Pkl. 10.00 S/D 22.00 tersedia: di Gofood dan Grabfood Lok&gt; https://t.co/Pvx8G8oryX",1
"@AditIswandharu @undipmenfess Sambil Garap Tugas atau Kuliah daring?  Yuk di Honger  Semarang aja  Jl. Karang Rejo Banyumanik Aneka Sate dan NasGor dengan Bumbu Rempah-rempah Nusantara, tempat nyaman dan Harga terjangkau  Buka Pkl. 10.00 S/D 22.00 tersedia: di Gofood dan Grabfood Lok&gt; https://t.co/Pvx8G8oryX  https://t.co/iVxqqAayTL",1
"@liaaa__a Sambil Garap Tugas atau Kuliah daring?  Yuk di Honger  Semarang aja  Jl. Karang Rejo Banyumanik Aneka Sate dan NasGor dengan Bumbu Rempah-rempah Nusantara, tempat nyaman dan Harga terjangkau  Buka Pkl. 10.00 S/D 22.00 tersedia: di Gofood dan Grabfood Lok&gt; https://t.co/Pvx8G8oryX  https://t.co/7va7ekNm3A",1
"@gizleyz Sambil Mengerjakan Tugas atau Kuliah daring..?  Yuk di Honger  Semarang aja  Aneka Sate dan NasGor dengan Bumbu Rempah-rempah Nusantara, tempat nyaman dan Harga terjangkau  Buka Pkl. 10.00 S/D 22.00 tersedia: di Gofood dan Grabfood  Lokasi &gt; https://t.co/Pvx8G8oryX",1
"@em_hadiq Sambil Mengerjakan Tugas atau Kuliah daring..?  Yuk di Honger  Semarang aja  Aneka Sate dan NasGor dengan Bumbu Rempah-rempah Nusantara, tempat nyaman dan Harga terjangkau  Buka Pkl. 10.00 S/D 22.00 tersedia: di Gofood dan Grabfood  Lokasi &gt; https://t.co/Pvx8G8oryX",1
"@Archery_UNDIP Sambil Mengerjakan Tugas atau Kuliah daring..?  Yuk di Honger  Semarang aja  Aneka Sate dan NasGor dengan Bumbu Rempah-rempah Nusantara, tempat nyaman dan Harga terjangkau  Buka Pkl. 10.00 S/D 22.00 tersedia: di Gofood dan Grabfood  Lokasi &gt; https://t.co/Pvx8G8oryX  https://t.co/VAqgA0i1vc",1
"@shafaaayy Sambil Mengerjakan Tugas atau Kuliah daring..?  Yuk di Honger  Semarang aja  dengan Bumbu Rempah-rempah Nusantara, tempat nyaman dan Harga terjangkau  Buka Pkl. 10.00 S/D 22.00 Tersedia juga Pemesanan Melalui Gofood dan Grabfood  Lokasi &gt;&gt; https://t.co/Pvx8G8oryX  https://t.co/a9NEcKq5ML",1
"Mengajar dari rumah, saat menjadi salah satu rutinitas seru. Selain kuliah daring, bercengkram dengan mereka menjadi sebuah keniscahyaan tersendiri. Seru dan menggemaskan.  #diktimengajardarirumah  #diktidutaedukasiperubahanperilaku  https://t.co/9VAL4gF7T6",-1
"@HMPSD3Sakura Sambil Mengerjakan Tugas atau Kuliah daring..?  Yuk di Honger  Semarang aja  dengan Bumbu Rempah-rempah Nusantara, tempat nyaman dan Harga terjangkau  Buka Pkl. 10.00 S/D 22.00 bisa  Gofood dan Grabfood Lokasi &gt;&gt; https://t.co/Pvx8G8oryX  https://t.co/6P4GvboJzG",1
"Kuliah daring, tugas luring :)",-1
"Ngakak, kuliah daring sebntr bnget pas udh beres tbtb tmnku nelpon. ""Dep ini prak kn? ko kosong? aku ketiduran bntr""😭👍",-1
emng kuliah daring ku super duper serba serbi😭😭😭🔫🔫  https://t.co/tTj5aFFupr,1
kuliah daring bikin garing. hasrat ingin maido tak tersalurkan dengan elegan,1
"[ DISKUSI FIKOM 2020 ]  Halo teman-teman Fikom!  Kalian ingin memberikan aspirasi mengenai permasalahan kuliah daring tapi tidak tahu mau kemana?  Yuk, hadir dan ramaikan Diskusi Fikom Vol. 1, BESOK! 🗓 : Jumat, 18 Desember 2020 🕑 : 14.00 - Selesai  https://t.co/E2hyWmnp5u",1
"Motivasi buat kalian yang udah pusing karena kuliah daring : “tetaplah hidup walau tidak berguna, kalau mati nyusahin keluarga juga”",-1
@prot00n @collegemenfess Terlebih saat kuliah daring,-1
Apakah di zaman modern ini manusia dipaksa untuk bisa multitasking? 1. Diklat daring 2. Rapat daring 3. Kuliah daring  Di saat yg bersamaan. Mantap. Fokusku dibagi 3 nah,1
"Terkait pengunggahan tugas di Kuliah Daring, setelah mengunggah file agar jangan lupa klik SIMPAN PERUBAHAN, agar tugas bisa terkirim (submit). Jadi silakan masing2 cek kembali tugasnya untuk memastikan bahwa tugas sudah terkirim.  https://t.co/oN5EBbwdyj",-1
@9yuldaengiek aku baru selesai kuliah daring nih huhu mau lanjut lagi😻 nonton drama apa nih😻,-1
"Lama"" kuliah daring aing menikmati juga wkwkwk, cuma bingung aja gada temen kelas pas ada tugas yang bikin pusing da ldr wkwk",1
Monang. Kuliah daring makin gajelas ajaaa :(,-1
"""Maaf, tadi putus-putus"" adalah jalan ninja kuliah daring",-1
Makin kesini makin males kuliah daring :' hey aku knapaaa,-1
dulu ngebet bgt pen kuliah  tapi kalo kuliah daring gini terus ya bosen lama”,1
"@dipanggilnyaana Saya suka nya checkout shopee tiap hari sambil nunggu jam kuliah daring, saya juga suka rebahan sambil dengerin lagu, saya suka bngt ngegrab food makanan klo pas laper, semua baju dan celana saya laundry. Jd maaf kl ibu/bpk cari mantu idaman, sepertinya bukan saya",1
"@collegemenfess bosen banget, kuliah daring gak sesuai sama pola belajar gw yg harus liat langsung dosennya, terus gw suka diskusi sama temen, selama daring mau diskusi bahas soal jd susah. ditambah kebanyakan di depan laptop minus gw nambah banyak nih kykny -_-",1
kuliah daring is suck,-1
maba kuliah daring 2 semester : gapyear di kejer deadline.,-1
@sptianadw Efek kuliah daring. Liat tugas jadi enek wkwk,-1
"Lama2 bosen juga kann bikin story kuliah daring hahahaha, emg ya euforia maba",-1
"yow, pulang jaga, kuliah daring, sekarang masih online kelas finance 😅",-1
Lapo'o yo -rek kuliah daring iki garai utekku lola,-1
"Sekolah libur semester, kuliah daring lagi, uang gaada. Nghookey rebahan adalah solusi🥰",1
AMPUN BANG JAGO,1
"DIH SOK ASIK. CUMAN KENAL DI SOSMED, KETEMU JUGA TIDAK PERNAH.  https://t.co/SodtaLM30Z",1
"kuliah daring tp ga punya laptop emang susah ya,   masih untung dikelilingi oleh orang-orang baik banget dipinjemin laptop temen karena emang udah usang dan laptopnya ga kepake, padahal masih berfungsi tp percaya banget minjemin laptopnya ke aku",1
"Gatau kenapa udah 6 bulan terakhir ini jadi sering sakit, padahal cuma kecapekan tapi langsung demam. Untungnya kuliah daring jadi ada emak yg ngerawat😚",-1
@GamesMenfess Username nya aja lucifer,1
"Bayangin aja dulu kalo kuliah daring beneran diperpanjang ampe 2022, kalo gw sih dah nggak kebayang jadinya",1
"Bayangin dulu aja kuliah daring beneran diperpanjang ampe 2022, kalo gw sih dah kebayang",1
"Viral Para Mahasiswa Beri Kejutan Dosen Tercinta saat Kuliah Daring, Bikin Terharu  https://t.co/WcV0gOIhTr",-1
Beberapa kampus sudah mengeluarkan edaran kuliah daring lagi semester depan,-1
"@Hayaqkosong @dhanyadiatama @collegemenfess Kamu kuliah daring, mana bisa melihat tas teman2mu, HHH",-1
"@ubsansfess Keeluargamu mungkin bisa pindah rumah ke malang, biar bisa ngerasain kuliah daring di malang sekaligus tetep di rumah.",-1
Ngakak bgt woy lg kuliah daring dosennya malah ngeplay lagu jamet🤣🤣🤣,1
Pengaruh Paparan WhatsApp Story Teman yang Sering Update Tugas terhadap Tingkat Stress Mahasiswa Selama Kuliah Daring,-1
Kuliah daring di rumah benar benar melatihku menjadi ibu rumah tangga ya,1
Kuliah daring gini amat  https://t.co/ACDGbBl3Np,-1
[cm] tips mengatasi mata kering karena kuliah daring gimana ya kak?,-1
Kuliah daring berlanjut sampe smester selanjutnya -_- fix Magister Online,-1
"@jokowi Terimakasih pak Jokowi... Semoga Indonesia segera sembuh, dan saya tidak harus pusing dengan kuliah DARING😭",1
"Yang saya pikirkan sekarang... Kalau kuliah daring ini di jalani dengan menghayati, kayaknya aku bakalan mati karena materi yang tak ku mengerti Tapi kalau kuliah daring ini dijalani dengan bodoh amat, tentunya ilmu ga dapat, urusan tugas ga dilihat-lihat main disikat  Ahahahaha~",-1
"@IndosatCare min, surabaya barat udah 2 hari ini pas mendung selalu lemot banget. Tolong dong diperbaiki jaringannya. Urgent nih buat kuliah daring. Makasih",1
Hampir semua isi galeri screenshot materi kuliah daring  boro boro nyalin di buku di liat aja ngga wkwkk,-1
"kebayang kalo aku nganggur. bisabisa melar bgt ini badan. hari ini libur kerja + libur bucin dulu. kerjaanku ngemil,tidur,makan,nonton weTv gitu aja mulu. sore kuliah daring dan dosen ok mantap bisa ngerjain ampe jam 12 mlm. tp. bosen bun:(",1
"Anaknya kuliah daring, emaknya nyetel musik. Ya jadi ikutan nyanyi doong, gatau dosen ngomong apa --""",1
Udah mau UAS. Tapi aku gada ngerti sama sekali apa yg dipelajarin selama kuliah daring 🙃,-1
Aku masih mau kuliah daring semester depan jebal jebal please 🙏🏻🥺,-1
"@injodotid Admin injo juga menghasilkan kan yaa😭 Lah aku dikamar aja, kuliah daring dibilang maen hp terussss",-1
"[cm] aku lg bingung:(. Smp skrg H-5 lbr smstr ganjil informasi mengenai kuliah daring atau ndak di smtr genal masih simpang siur, S.E masih blm keluar, yg keluar dluan malah jadwal akademik🤦🏻‍♀️ Antara siap g siap kalau g daring😭 walaupun berharap g daring. Tp (cont)",1
"@minizeumoi Jungmo, padahal lagi kuliah daring hahahah Youngtae juga🤣🤣",-1
kuliah daring makin lama makin mls oncam,-1
Siapa yang lagi ada mata kuliah daring sambil main twiter? Tentu saja username thanatsattabut,-1
"jujur cape, selama kuliah daring drama nya cuma tugas kelompok terus fak.  https://t.co/Qz5QK9mpuF",-1
Yang buat sekolah/kuliah daring itu g fokus itu sebenernya pas lagi ngerjain tugas/ pas lagi jam matkulnya malah disuruh-suruh.,1
cuaca pagi dingin karna habis hujan rasanya pengen bobo lg tapi jgn skip sarapan+putih hangat Semangat aktivitas kerja/kuliah/daring jgn lupa jaga kesehatan lg musim sakit sih  Apa kegiatan pagi ini? Mandi? Atau ngehalu? Hhe Me : jd supir adek nganterin ke kampusnya mo brgkt KKN  https://t.co/uB8Ldnxbv9,-1
@GamesMenfess BP nya worth it sih,1
Kenapa gini amat ya kuliah daring ga ngerti apa” tiba” UAS Lisan.,-1
@NewBoeing7311 Sumpah aku gak masalah mas kuliah daring:( tugase ikilo kek service makane GH    corrr:(,1
"@Adrhasnan ""Pagi ini kuliah daring jam 8.30 ya"" batinku: rasido nyawang arjos cik -,-",-1
"Osca daring, klinik daring, kuliah daring, opo2 serba daring tpi byr ttp full, kampus untung, mhs soyo guuooblok e nemen cuk-_-",1
@pwetymine Persiapan kuliah daring po ta,-1
Kuliah Daring  https://t.co/zSkMMvUKD7,-1
[cm] SEMANAGT UNTUK KITA YG SMT DEPAN MASIH KULIAH DARING 🥺,1
"@llemonadeu @FOOD_FESS Bagi gw emang porsinya dikit, tapi enak.",-1
"@mks_fess Duluan, nder.  https://t.co/WG5YA8G7iV",-1
kuliah daring + traveling = tugas overloading,-1
@collegemenfess Resiko kuliah daring online,-1
"some mahasiswa says : ""Kuliah daring ga ngerti apa apa""  Stfu bro, you just mabar pas dosen lagi ngejelasin",-1
Benci gue sm kuliah daring kalo gini jadinye,-1
Ada yang sama ga sih ? Kuliah daring sambil kerja gini haduuhh 🦑  https://t.co/ukLtUznnd3,1
Selama kuliah daring kamu dapet apa aja? Dapet pusing,-1
"@lovveyeah pertama, biar bisa kuliah daring. anjhh ngapain adoh2 lak ngunu😖",-1
@kardusnivora Samaan kuliah daring emang mengubah segalanya 😭,-1
kuliah daring kok tambah males yha,-1
"[ DISKUSI FIKOM 2020 ]  Halo teman-teman Fikom!  Kalian ingin memberikan aspirasi mengenai permasalahan kuliah daring tapi tidak tahu mau kemana? Yuk, hadir dan ramaikan Diskusi Fikom Vol. 1!   Ingat, ya tiga hari lagi!  https://t.co/1VTWBfyM8H",1
Bau bau kuliah daring lagi nih,-1
@Nasrullohsa sama kyk ukt pas kuliah daring dong?,1
2020 = kuliah daring 2021 = tetap kuliah daring ✔ Uhh ncen marai ngelu😌,-1
"[MATHFACT] Hallo warga matematika Gimana nih kuliah daringnya?  pasti masih semangat kan? Gak kerasa yaa udah mau UAS ajaa. Tau gak, ada sesuatu yang baru lohh yang bisa jadi selingan saat kalian mulai jenuh sama tugas dan kuliah daring. Apa coba tebak?? 🤔 Yap betul banget.  https://t.co/7AjqGv2Uk9",-1
"gw merasa bersyukur masa, skrg tiap hari cuacanya tu mendung mulu literally dari pagi sampe siang, trs sorenya hujan kadang sampe malem/pagi. dan gw kuliah daring jd dirumah bisa sambil rebahan. coba kl ga daring pasti tiap hari kehujanan soalnya ada kuliah sore mulu :"")",-1
yang update serta bermanfaat. MAGMA - DESEMBER dapat dilihat selengkapnya di    https://t.co/B0LFb0t7t7 Atau  Ig : himakim_unsoed  Magma edisi Desember ini wajib banget dibaca disela-sela kesibukan kuliah daring temen-temen semua!!,1
Kelompokan pas kuliah daring emang paling ngga enak 😕,-1
@JPFBASE Ini nder @.axelsandwich   Btw ngapa anda kepikiran aja si kuliah daring wkwkwk,1
*jpf maaf gaes kalian ada yg tau ga akun2 yg suka ngasih info ttg yuzuru hanyu? dia emg gaada sosmed jg kan tp kepo skrg dia ngapain pas lg off-competition 😭 apakah sedang kuliah daring? wkwkwk 😭😭😭 makasihh,1
"Tips manajemen waktu pas kuliah daring : bikin to do list pake sticky notes di laptop setiap hari.... Tugas selesai, rebahan juga maksimal 😂",1
"@collegemenfess Intinya kalo masih kuliah daring, kaya gitu semua 😭",-1
"5). Lupa jadwal kuliah daring. Tolong jangan sampai ini benar-benar terjadi, karena ini bahaya sekali.   Ini versi Miminnya UII, adakah cerita tambahan lagi? 🤔  #CeritaKeMiminTentangHariIni #KampusUII #UIIYogyakarta",-1
"‼️ Cerita Horor Selama Kuliah Daring ‼️  - sebuah utas -  Beberapa cerita horor selama kuliah daring, ini dia~",-1
@twinkl5star Me tiap hari😭 aku tugas ngerjain sebisa ku ya allah. Mana kadang telat😭😭😭 terus uts mesti telat terus up nya. Gatau deh kuliah daring gini amat,-1
Thanks God ✨ Untuk 1 semester yang luar biasa! Kuliah daring yang memproses diri untuk selalu produktif wkwk   Seeyounextyear,1
"Bimo (nama kucingku) tb² dateng trus naik ke laptop posisi lagi kuliah daring, tiba-tiba dosen bilang, ""Ini siapa yang berisik? Coba offmic dulu. Rizkiii..."" Aku baru sadar kalo kaki Bimo biang kerok aku onmic:)  https://t.co/FUNWRfrHAe",-1
Unindra ada ada aje Orang pake laptop sendiri Kuliah daring Masa iya bayar lab praktikum wkwk Uas + upm + registrasi + lab wkwk nguras bener anjenk,-1
udh mls bgt kuliah daring😖,-1
/jbrfess/ Assalamualaikum Wr. Wb...  Untuk mahasiswa-mahasiswi Universitas Jember boleh minta bantuannya untuk meluangkan waktu mengisi kuesioner penelitian untuk ujian akhir semester kami tentang efektifitas dari kuliah daring melalui link:  https://t.co/PNnLyPUQRR Atas  (cont..),-1
@american00O Soalnya ak kuliah daring 😭🔫,-1
Mau sejauh apa lagi pipi tia bisa melar selama kuliah daring 😢  https://t.co/vdqedT1boz,-1
"Kuliah daring di WA, dan dosenya pun ga ngasih respon apa2, cm ngasih tugas trus ditinggal.   A : assalamualikum teman2, itu makalah silahkan dibaca dan ditunggu pertanyaannya. B : waalaikum salam. ( dah tutup WA lanjut aktivitas lainya). Sekian dan trimakasih.",1
"Awal semester takut banget, bisa ga ya ngikutin kuliah daring, bakalan optimal ga ya kira-kira. Eh ga berasa sekarang udah akhir pertemuan aja 😂  Ternyata, takut gak akan pernah jadi takut beneran kalo kita tetep jalan dan ga nyerah ya 😀✌🏻  https://t.co/SFcRmvhHUb",1
"boleh ga sih udahan aja corona, cape gue kuliah daring. ngerti kaga, dimarah-marah mulu iya😬🥲 maap curhat",-1
Hari hari kuliah daring macem gini jeee. Suruh absen doang kaga dikasih materi. Kalo ga gitu gapernah kelas sm absen samsek tau2 presensi udah penuh ae😌  https://t.co/U8dt1NPfdM,-1
@collegemenfess Sebenernya aku udah dari SMP kacamataan terus nambah minusnya pas kuliah daring ini😭😭,-1
SIAPA YANG BARU MULAI KACAMATAAN PAS KULIAH DARING INI? [Cm],1
Setiap hari selasa pagi (7.00 A.M) gue selalu di hantui oleh kuliah daring.  #Dosenkiller,-1
gua masih suka kuliah daring. sumpah,-1
"Semenjak kuliah daring, aku menjadi manusia nokturnal🦉",1
"[cm] selamat pagi calon org sukses, yg muslim sholat subuh yuk. semangat hari selasa, semangat kuliah daring! &lt;3",1
@collegemenfess maybe aku selama kuliah daring :'),-1
"Baru nyadar gini banget kuliah daring,serasa cuti😣",1
"not @ my friend kuliah daring dari salah satu kampus di jakarta, tp posisinya lagi di Jerman ㅋㅋㅋ",1
@tersxzqn Alhamdulillah nga ada yg berubah ttp kuliah daring dan bikin mata sepet,1
Kalo punya alat mah bkin foto sebagus ini bisa. Gapake insecure²an kalo mau post di media sosial.  https://t.co/RTUQPk6jPR,1
"Can relate how close they are kalo memang ngerasain apa2 dari 0 sama2. Cuma sekarang karna udah angkatan ""atas"" ditambah kuliah daring jadi masing2 dan gak serame dulu:"")",-1
besok olahraga habis subuh krn jam 8 kuliah daring,-1
"masio kuliah daring, utekku rodot nyandet, aku tetep nekat UAS pakde!",-1
"Dear Ibu Dosen massage..  Saya ke kampus bukan untuk kuliah daring, saya suda menstujui kuliah tatap muka, jadi ibu jangan seenak bilang kalian ngulang tahun depan, ibuk pernah liat kan berita dosen di tikam di kamar mandi kampus.",-1
Kuliah daring emang luar biasa. Yang semula ga pernah desain+bikin video jadi bisa semua wkwkw,-1
Pandemi -Lock down- kuliah daring  Kuliah daring - Google Down - IPKmu terancam down,-1
"Masalah kuliah daring belum teratasi ,beban tugas dan laporan praktikum sudah berat menumpuk, anak kos""an gak punya tv, ytb alat hiburan buat kami .   #YouTubeDOWN #curhatanmahasiswa  #hidupmahasiswa  https://t.co/6xvvoNEymX",-1
"Wadoh @IndiHome gimana ini teknisi ga dateng2, padahal wifi butuh banget buat kuliah daring, giliran telat bayar cepet banget nagihnya pas ada gangguan lambat banget responnya hadeh",-1
"kuliah daring mulu mnding nikah, canda syg mnding rakit pc  https://t.co/pJeMdnrazC",-1
@purupuruko19 @collegemenfess di aku kuliah daring itu mhw yg bikin materi sesuai rps sma buku acuan terus dosen yg nambahin. jadi pptnya b indo soalnya kita yg bikin. tapi buku acuannya bing dan g boleh liat buku lain 😭. mana dapet dosen yg ngajar s3 lagi tiap presentasi berasa disidang,1
"@tanyainrl Yak, masa depanku tetap kuliah daring gitu?  https://t.co/IKalOWeFVc",-1
"@Rithadns @itswhtyouneed Sebelumnya makasih sudah mau berbagi lewat giveaway ini semoga diberi ganti yg lebih berkali lipat&amp;semoga rezekinya dilancarkan selalu.Alasan kenapa saya harus memang karena jika saya dikasih kesempatan menang, makan pulsanya akan saya belikan kuota untuk keperluan kuliah daring.",1
Terlalu lama kuliah daring 😂 @UMMstory64 @UMMfess @UMMcampus  https://t.co/gnG262asPd,-1
Kuliah daring gw terdistrak sama gosip ibuc2,-1
"@Rithadns @itswhtyouneed Buat beli kuota kak, buat kuliah daring:)",-1
@adjisdoaibu @anjasrandy Joki tugas juga bisa kan kuliah daring hehe 😇🤪,-1
"Lg kuliah daring msh 1 kota sma dosennya, tp koq petirnya bisa delay😭 ngakak😭",-1
